id,name,reaction,lower_bound,upper_bound,compartment,gene_reaction
DAPDC,Diaminopimelate decarboxylase,26dap__M_c + h_c --> co2_c + lys__L_c,,999999.0,{'c'},BSU23380
DAPE,Diaminopimelate epimerase,26dap_LL_c <=> 26dap__M_c,-999999.0,999999.0,{'c'},BSU32170
ETHAAL,Ethanolamine ammonia-lyase,etha_c --> acald_c + nh4_c,,999999.0,{'c'},
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c --> db4p_c + for_c + h_c,,999999.0,{'c'},BSU23260
DBTS,Dethiobiotin synthase,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c,,999999.0,{'c'},BSU30210
FOLt,Folate transport via proton simport,fol_e + h_e <=> fol_c + h_c,-999999.0,999999.0,"{'e', 'c'}",
FORAMD,FORAMD,frmd_c + h2o_c --> for_c + nh4_c,,999999.0,{'c'},
DCMPDA,DCMP deaminase,dcmp_c + h2o_c + h_c --> dump_c + nh4_c,,999999.0,{'c'},BSU25580
ETOHt3,Ethanol transport out via proton antiport,etoh_c + h_e --> etoh_e + h_c,,999999.0,"{'e', 'c'}",
CMPDAi,CMP deaminase,cmp_c + h2o_c + h_c --> nh4_c + ump_c,,999999.0,{'c'},BSU25580
FRTT,Farnesyltranstransferase,frdp_c + ipdp_c --> ggdp_c + ppi_c,,999999.0,{'c'},
EX_2ddglcn_e,2-Dehydro-3-deoxy-D-gluconate exchange,2ddglcn_e --> ,,999999.0,{'e'},
DDGLCNt2r,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible",2ddglcn_e + h_e <=> 2ddglcn_c + h_c,-999999.0,999999.0,"{'e', 'c'}",BSU22090
DDGLK,2-dehydro-3-deoxygluconokinase,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,,999999.0,{'c'},BSU22110
EX_2hxmp_e,2  Hydroxymethyl phenol exchange,2hxmp_e --> ,,999999.0,{'e'},
DGK1,Deoxyguanylate kinase (dGMP:ATP),atp_c + dgmp_c <=> adp_c + dgdp_c,-999999.0,999999.0,{'c'},BSU15680
DGNSK,Deoxyguanosine kinase,atp_c + dgsn_c --> adp_c + dgmp_c + h_c,,999999.0,{'c'},BSU00150
G1Pt6_2,Glucose 1 phosphate transport via phosphate antiport,g1p_e + 2.0 pi_c --> g1p_c + 2.0 pi_e,,999999.0,"{'e', 'c'}",
DHAD1,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c --> 3mob_c + h2o_c,,999999.0,{'c'},BSU21870
G3POA_BS,Glycerol 3 phosphate O acyltransferase,0.07 fa11coa_c + 0.17 fa12coa_c + 0.01 fa1coa_c + 0.2 fa3coa_c + 0.34 fa4coa_c + 0.05 fa6coa_c + glyc3p_c + 0.1 pmtcoa_c + 0.03 strcoa_c + 0.03 tdcoa_c --> 0.01 1ag3p_BS_c + coa_c,,999999.0,{'c'},
EX_2pg_e,D Glycerate 2 phosphate exchange,2pg_e --> ,,999999.0,{'e'},
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",23dhmp_c --> 3mop_c + h2o_c,,999999.0,{'c'},BSU21870
DHBD,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c,-999999.0,999999.0,{'c'},BSU32000
DHBS,"2,3-dihydroxybenzoate adenylate synthase",23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c,,999999.0,{'c'},BSU31980
EX_2pglyc_e,2 Phosphoglycolate exchange,2pglyc_e --> ,,999999.0,{'e'},
DHDPRy,Dihydrodipicolinate reductase (NADPH),23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,,999999.0,{'c'},BSU22490
DHDPS,Dihydrodipicolinate synthase,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,,999999.0,{'c'},BSU16770
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),glu5sa_c <=> 1pyr5c_c + h2o_c + h_c,-999999.0,999999.0,{'c'},
G6Pt6_2,Glucose-6-phosphate transport via phosphate antiport,g6p_e + 2.0 pi_c --> g6p_c + 2.0 pi_e,,999999.0,"{'e', 'c'}",
GALTpts,Galactitol transport via PEP:Pyr PTS,galt_e + pep_c --> galt1p_c + pyr_c,,999999.0,"{'e', 'c'}",
FOLR2,Folate reductase,fol_c + nadph_c <=> dhf_c + nadp_c,-999999.0,999999.0,{'c'},BSU21810
DHFR,Dihydrofolate reductase,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,-999999.0,999999.0,{'c'},BSU21810
DHFS,Dihydrofolate synthase,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,,999999.0,{'c'},BSU28080
DHNAOT7,1 4 dihydroxy 2 naphthoate octaprenyltransferase,dhna_c + hepdp_c + nad_c --> 2dmmq7_c + co2_c + nadh_c + ppi_c,,999999.0,{'c'},BSU38490
EX_3amba_e,3 aminobutanoic acid exchange,3amba_e --> ,,999999.0,{'e'},
EX_3amp_e,3'-AMP exchange,3amp_e --> ,,999999.0,{'e'},
GAM6Pt,D glucosamine 6 phosphate reversible uniport,gam6p_e <=> gam6p_c,-999999.0,999999.0,"{'e', 'c'}",
EX_3cmp_e,3'-cmp exchange,3cmp_e --> ,,999999.0,{'e'},
GGTT,Geranylgeranyltranstransferase,ggdp_c + ipdp_c --> pendp_c + ppi_c,,999999.0,{'c'},
GCALDD,Glycolaldehyde dehydrogenase,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,,999999.0,{'c'},BSU38830 or BSU39860 or BSU19310
EX_3gmp_e,3'-GMP exchange,3gmp_e --> ,,999999.0,{'e'},
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c,,999999.0,{'c'},BSU33940
G1Dx,Glucose 1 dehydrogenase  NAD,glc__D_c + nad_c --> g15lac_c + h_c + nadh_c,,999999.0,{'c'},BSU03930
GALt2,D galactose transport in via proton symport,gal_e + h_e --> gal_c + h_c,,999999.0,"{'e', 'c'}",BSU33960
DHNPA_1,Dihydroneopterin aldolase,dhnpt_c --> 2ahhmp_c + gcald_c,,999999.0,{'c'},BSU00780
DHORTS,Dihydroorotase,dhor__S_c + h2o_c <=> cbasp_c + h_c,-999999.0,999999.0,{'c'},BSU15500
DHORDi,Dihydoorotic acid dehydrogenase  irreversible,dhor__S_c + o2_c <=> h2o2_c + orot_c,-999999.0,999999.0,{'c'},BSU15530 and BSU15540
EX_3pg_e,3 Phospho D glycerate exchange,3pg_e --> ,,999999.0,{'e'},
GK1,Guanylate kinase (GMP:ATP),atp_c + gmp_c <=> adp_c + gdp_c,-999999.0,999999.0,{'c'},BSU15680
ETHSabc,Ethanesulfonate transport via ABC system,atp_c + eths_e + h2o_c --> adp_c + eths_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU08840 and BSU08830 and BSU08850
GBBTNabc,Gamma butyrobetaine transport in via ABC system,atp_c + gbbtn_e + h2o_c --> adp_c + gbbtn_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU33830 and BSU33820 and BSU33810 and BSU33800
GK2,Guanylate kinase  GMPdATP,datp_c + gmp_c <=> dadp_c + gdp_c,-999999.0,999999.0,{'c'},BSU15680
GLCRAL_1,5 dehydro 4 deoxyglucarate aldolase,5d4dglcr_c --> 2h3opp_c + pyr_c,,999999.0,{'c'},
GLU_Dt2,D glutamate transport in via proton symport,glu__D_e + h_e --> glu__D_c + h_c,,999999.0,"{'e', 'c'}",
DINSK,Deoxyinosine kinase,atp_c + din_c --> adp_c + dimp_c,,999999.0,{'c'},BSU00150
GLXt2,Glyoxylate transport in via proton symport,glx_e + h_e --> glx_c + h_c,,999999.0,"{'e', 'c'}",
GLYCOGENt,Glycogen transport in,glycogen_e --> glycogen_c,,999999.0,"{'e', 'c'}",
FE3t,"Ferric iron uptake, plasma membrane",fe3_e --> fe3_c,,999999.0,"{'e', 'c'}",BSU38280 and BSU38270 and BSU38260
DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c <=> 3dhsk_c + h2o_c,-999999.0,999999.0,{'c'},BSU23080
FEDCabc,Iron  III  dicitrate transport via ABC system,atp_c + 2.0 cit_e + fe3_e + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU08460 and BSU08440 and BSU08450
GLYt2r,Glycine reversible transport via proton symport,gly_e + h_e <=> gly_c + h_c,-999999.0,999999.0,"{'e', 'c'}",
FERXAabc,Ferroxamine transport via ABC system,atp_c + ferxa_e + h2o_c --> adp_c + ferxa_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU33310 and BSU33290 and BSU33300 and BSU39610
GMPt6,GMP transport inout via proton symport,gmp_e + h_e <=> gmp_c + h_c,-999999.0,999999.0,"{'e', 'c'}",
DHQS,3-dehydroquinate synthase,2dda7p_c --> 3dhq_c + pi_c,,999999.0,{'c'},BSU22700
H2Ot,H2O transport via diffusion,h2o_e <=> h2o_c,-999999.0,999999.0,"{'e', 'c'}",
FFSD,Beta-fructofuranosidase,h2o_c + suc6p_c --> fru_c + g6p_c,,999999.0,{'c'},BSU38040
FGLU_1,Formimidoylglutamase,forglu_c + h2o_c --> frmd_c + glu__L_c,,999999.0,{'c'},BSU39380
FLVR_1,Flavin reductase,h_c + nadph_c + ribflv_c --> nadp_c + ribflvRD_c,,999999.0,{'c'},BSU38110 or BSU03860 or BSU07830
FMETDF,Formylmethionine deformylase,fmet_c + h2o_c --> for_c + met__L_c,,999999.0,{'c'},BSU15720
FMNRy,FMN reductase  NADPH dependent,fmn_c + h_c + nadph_c --> fmnRD_c + nadp_c,,999999.0,{'c'},BSU38110
HCO3E,HCO3 equilibration reaction,co2_c + h2o_c <=> h_c + hco3_c,-999999.0,999999.0,{'c'},
HEMECS,Heme C synthase,2.0 cys__L_c + pheme_c --> 3.0 h_c + hemeC_c,,999999.0,{'c'},
HEMEDS,Heme D synthase,2.0 h2o_c + pheme_c --> 5.0 h_c + hemeD_c,,999999.0,{'c'},
FMETTRS_1,Methionyl tRNA formyltransferase,10fthf_c + mettrna_c --> fmettrna_c + thf_c,,999999.0,{'c'},BSU15730
FMNAT,FMN adenylyltransferase,atp_c + fmn_c + h_c <=> fad_c + ppi_c,-999999.0,999999.0,{'c'},BSU16670
FORt2,Formate transport in via proton symport,for_e + h_e <=> for_c + h_c,-999999.0,999999.0,"{'e', 'c'}",BSU27200
GSNt2,Guanosine transport in via proton symport,gsn_e + h_e <=> gsn_c + h_c,-999999.0,999999.0,"{'e', 'c'}",BSU38710
DIPEPabc1,Dipeptide transport via ABC system  ala asp,ala_L_asp__L_e + atp_c + h2o_c --> adp_c + ala_L_asp__L_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU12930 and BSU12940 and BSU12950 and BSU12960
GLYBt2r,"Glycine betaine transport via proton symport, reversible",glyb_e + h_e <=> glyb_c + h_c,-999999.0,999999.0,"{'e', 'c'}",BSU30070
GLYO1,Glycine oxidase,gly_c + h2o_c + o2_c --> glx_c + h2o2_c + nh4_c,,999999.0,{'c'},BSU11670
FTHFD,Formyltetrahydrofolate deformylase,10fthf_c + h2o_c --> for_c + h_c + thf_c,,999999.0,{'c'},BSU13110
HEX7,Hexokinase (D-fructose:ATP),atp_c + fru_c --> adp_c + f6p_c + h_c,,999999.0,{'c'},BSU06170 or BSU05860
FUM,Fumarase,fum_c + h2o_c <=> mal__L_c,-999999.0,999999.0,{'c'},BSU33040
DKI,5 Dehydro 4 deoxy D glucuronate ketol isomerase,5dh4dglcn_c <=> 46dh25dohxn_c,-999999.0,999999.0,{'c'},BSU22130
FUMt2r,Fumarate reversible transport via symport,fum_e + h_e <=> fum_c + h_c,-999999.0,999999.0,"{'e', 'c'}",BSU07570 or BSU04470
GTPCII,GTP cyclohydrolase II,gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c,,999999.0,{'c'},BSU23260
G1PACT,Glucosamine-1-phosphate N-acetyltransferase,accoa_c + gam1p_c <=> acgam1p_c + coa_c + h_c,-999999.0,999999.0,{'c'},BSU00500
GRTT,Geranyltranstransferase,grdp_c + ipdp_c --> frdp_c + ppi_c,,999999.0,{'c'},BSU24280
G1PPDM,Glucose 1 phosphate phosphodismutase,2.0 g1p_c --> g16bp_c + glc__D_c,,999999.0,{'c'},BSU34550
DKII,2 dehydro 3 deoxy D gluconate 5 dehydrogenase,46dh25dohxn_c + h_c + nadh_c --> 2ddglcn_c + nad_c,,999999.0,{'c'},BSU22140
G3PCT,Glycerol-3-phosphate cytidylyltransferase,ctp_c + glyc3p_c + h_c --> cdpglyc_c + ppi_c,,999999.0,{'c'},BSU35740
GLCRt2r,"D-glucarate transport via proton symport, reversible",glcr_e + h_e --> glcr_c + h_c,,999999.0,"{'e', 'c'}",BSU02480
GLCURt2r,"D-glucuronate transport via proton symport, reversible",glcur_e + h_e --> glcur_c + h_c,,999999.0,"{'e', 'c'}",BSU12360
G1SAT,Glutamate-1-semialdehyde aminotransferase,glu1sa_c --> 5aop_c,,999999.0,{'c'},BSU28120 or BSU08710
DKMD2K,1 2 dihydroxy 3 keto 5 methylthiopentene dioxygenase  2 keto 4 methylthiobutyrate,12d3k5m_c + o2_c --> 2kmb_c + for_c,,999999.0,{'c'},BSU13620
G3PD1ir,Glycerol 3 phosphate dehydrogenase  NAD,dhap_c + h_c + nadh_c <=> glyc3p_c + nad_c,-999999.0,999999.0,{'c'},BSU22830
G3PD4,Glycerol 3 phosphate dehydrogenase  menaquinone 7,glyc3p_c + mqn7_c --> dhap_c + mql7_c,,999999.0,{'c'},BSU09300
GLCP,Glycogen phosphorylase,glycogen_c + pi_c --> g1p_c,,999999.0,{'c'},BSU30940
GLCRD_1,Glucarate dehydratase,glcr_c --> 5d4dglcr_c + h2o_c,,999999.0,{'c'},BSU02490
GLCS1,Glycogen synthase (ADPGlc),adpglc_c --> adp_c + glycogen_c + h_c,,999999.0,{'c'},BSU30950
G5SD,Glutamate-5-semialdehyde dehydrogenase,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,,999999.0,{'c'},BSU13130
G6PDH2r,Glucose 6-phosphate dehydrogenase,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,,999999.0,{'c'},BSU23850
G6PDA,Glucosamine-6-phosphate deaminase,gam6p_c + h2o_c --> f6p_c + nh4_c,,999999.0,{'c'},BSU02360 or BSU35020
G6PI,Glucose 6 phosphate isomerase,g6p_c <=> g6p_B_c,-999999.0,999999.0,{'c'},BSU31350
GLCt2,D-glucose transport in via proton symport,glc__D_e + h_e --> glc__D_c + h_c,,999999.0,"{'e', 'c'}",BSU10520
GALCTD_1,Galactarate dehydratase,galctr__D_c --> 5d4dglcr_c + h2o_c,,999999.0,{'c'},BSU02510
GLNS,Glutamine synthetase,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,,999999.0,{'c'},BSU17460
GALCTRt2,Galactarate transport in via proton symport,galctr__D_e + h_e --> galctr__D_c + h_c,,999999.0,"{'e', 'c'}",BSU02480
GLGC,Glucose-1-phosphate adenylyltransferase,atp_c + g1p_c + h_c <=> adpglc_c + ppi_c,-999999.0,999999.0,{'c'},BSU30970 or BSU30960
DKMD3M,1 2 dihydroxy 3 keto 5 methylthiopentene dioxygenase  3 methylthiopropionate,12d3k5m_c + o2_c --> 3mtp_c + co_c + for_c,,999999.0,{'c'},BSU13620
GLNabc,L-glutamine transport via ABC system,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c,,999999.0,"{'e', 'c'}",(BSU03590 and BSU03600 and BSU03610) or (BSU27440 and BSU27450 and BSU27460 and BSU27430)
GLTPD,Galactitol-1-phosphate dehydrogenase,galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c,-999999.0,999999.0,{'c'},BSU12330
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,,999999.0,{'c'},BSU06490
GALKr,Galactokinase,atp_c + gal_c --> adp_c + gal1p_c + h_c,,999999.0,{'c'},BSU38200
GALS1,A galactosidase  galactomannan,galman_c + h2o_c --> gal_c,,999999.0,{'c'},BSU30300
GALS2,A galactosidase  galactose oligosaccharides,galogs_c + h2o_c --> gal_c,,999999.0,{'c'},BSU30300
GALS3,A-galactosidase (melibiose),h2o_c + melib_c --> gal_c + glc__D_c,,999999.0,{'c'},BSU30300
GALS4,A galactosidase  stachyose,h2o_c + stchs_c --> gal_c + raffin_c,,999999.0,{'c'},BSU30300
GLU5K,Glutamate 5-kinase,atp_c + glu__L_c --> adp_c + glu5p_c,,999999.0,{'c'},BSU13120 or BSU18470
GALT,Galactose 1 phosphate uridylyltransferase,gal1p_c + h_c + utp_c <=> ppi_c + udpgal_c,-999999.0,999999.0,{'c'},BSU38190
GLUDxi,Glutamate dehydrogenase  NAD,glu__L_c + h2o_c + nad_c --> akg_c + h_c + nadh_c + nh4_c,,999999.0,{'c'},BSU22960 or BSU37790
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),g1p_c + h_c + utp_c <=> ppi_c + udpg_c,-999999.0,999999.0,{'c'},BSU35670
DM1PE,2 3 diketo 5 methylthiopentyl 1 phosphate enolase,dkmpp_c <=> 2h3k5m_c + h_c,-999999.0,999999.0,{'c'},BSU13590
GALURt2r,"D-galacturonate transport via proton symport, reversible",galur_e + h_e --> galur_c + h_c,,999999.0,"{'e', 'c'}",BSU12360
GLUN,Glutaminase,gln__L_c + h2o_c --> glu__L_c + nh4_c,,999999.0,{'c'},BSU02430 or BSU14830
GLUTRR,Glutamyl-tRNA reductase,glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c,,999999.0,{'c'},BSU28170
GAMpts,D-glucosamine transport via PEP:Pyr PTS,gam_e + pep_c --> gam6p_c + pyr_c,,999999.0,"{'e', 'c'}",BSU02350 and BSU13900 and BSU13910
DMATT,Dimethylallyltranstransferase,dmpp_c + ipdp_c --> grdp_c + ppi_c,,999999.0,{'c'},BSU24280
GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),13dpg_c + h_c + nadph_c --> g3p_c + nadp_c + pi_c,,999999.0,{'c'},BSU29020
GLUR,Glutamate racemase,glu__D_c <=> glu__L_c,-999999.0,999999.0,{'c'},BSU26810 or BSU28390
GLUSy,Glutamate synthase (NADPH),akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c,,999999.0,{'c'},BSU18450 and BSU18440
GLUTRS,Glutamyl-tRNA synthetase,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,,999999.0,{'c'},BSU00920
GLUt4,Na+/glutamate symport,glu__L_e + na1_e --> glu__L_c + na1_c,,999999.0,"{'e', 'c'}",BSU09130 or BSU10220
GLUt2r,L glutamate transport via proton symport  reversible,glu__L_e + h_e --> glu__L_c + h_c,,999999.0,"{'e', 'c'}",BSU10220 or BSU02340
GLXCBL,Glyoxalate carboligase,2.0 glx_c + h_c --> 2h3opp_c + co2_c,,999999.0,{'c'},BSU04340
GARFT,Phosphoribosylglycinamide formyltransferase,10fthf_c + gar_c --> fgam_c + h_c + thf_c,,999999.0,{'c'},BSU06510
GART,GAR transformylase-T,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,,999999.0,{'c'},BSU02230
GBEZY,1 4 alpha glucan branching enzyme,14glun_c --> glycogen_c,,999999.0,{'c'},BSU30980
GF6PTA,Glutamine-fructose-6-phosphate transaminase,f6p_c + gln__L_c --> gam6p_c + glu__L_c,,999999.0,{'c'},BSU01780
GGTAe2,Gamma glutamyltransferase,gthrd_e + h2o_e --> cgly_e + glu__L_e,,999999.0,{'e'},BSU18410
GLY3Pt2,Glycerol 3 phosphate transport in via proton symport,glyc3p_e + h_e --> glyc3p_c + h_c,,999999.0,"{'e', 'c'}",BSU02140
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,,999999.0,{'c'},BSU25160
GLYAT,Glycine C-acetyltransferase,accoa_c + gly_c <=> 2aobut_c + coa_c,-999999.0,999999.0,{'c'},BSU17000
GLYCK,Glycerate kinase,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,,999999.0,{'c'},BSU40040
GHMT2r,"Glycine hydroxymethyltransferase, reversible",ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,-999999.0,999999.0,{'c'},BSU36900
GLCNt2ir,D gluconate transport via proton symport,glcn__D_e + h_e --> glcn__D_c + h_c,,999999.0,"{'e', 'c'}",BSU40070 or BSU19520
DPCOAK,Dephospho-CoA kinase,atp_c + dpcoa_c --> adp_c + coa_c + h_c,,999999.0,{'c'},BSU29060
GLYCTO1,Glycolate oxidase,glyclt_c + o2_c --> glx_c + h2o2_c,,999999.0,{'c'},BSU28680
HIBHr,3 hydroxyisobutyryl CoA hydrolase,h2o_c + hibcoa_c --> 3hmp_c + coa_c + 2.0 h_c,,999999.0,{'c'},
GLYCLTt2r,"Glycolate transport via proton symport, reversible",glyclt_e + h_e <=> glyclt_c + h_c,-999999.0,999999.0,"{'e', 'c'}",BSU03060 or BSU34190
HQNt6,Hydroquinone transport inout via proton symport,h_e + hqn_e <=> h_c + hqn_c,-999999.0,999999.0,"{'e', 'c'}",
DPR,2-dehydropantoate 2-reductase,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,,999999.0,{'c'},BSU15110
ISOMS,Isomaltulose synthase,sucr_c <=> pala_c,-999999.0,999999.0,{'c'},
GLYCt,Glycerol transport via channel,glyc_c <=> glyc_e,-999999.0,999999.0,"{'e', 'c'}",BSU09280
GLYK,Glycerol kinase,atp_c + glyc_c --> adp_c + glyc3p_c + h_c,,999999.0,{'c'},BSU09290
DRBK,Deoxyribokinase,atp_c + drib_c <=> 2dr5p_c + adp_c + h_c,-999999.0,999999.0,{'c'},BSU35920
GMPR,GMP reductase,gmp_c + 2.0 h_c + nadph_c --> imp_c + nadp_c + nh4_c,,999999.0,{'c'},BSU32130
GMPS2,GMP synthase,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,,999999.0,{'c'},BSU06360
GNKr,Gluconokinase,atp_c + glcn__D_c <=> 6pgc_c + adp_c + h_c,-999999.0,999999.0,{'c'},BSU40060
GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,,999999.0,{'c'},BSU02130
GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),g3pc_c + h2o_c --> chol_c + glyc3p_c + h_c,,999999.0,{'c'},BSU02130
IMPC,IMP cyclohydrolase,h2o_c + imp_c <-- fprica_c,-999999.0,,{'c'},BSU06520
HEXSabc,Hexanesulfonate transport via ABC system,atp_c + h2o_c + hexs_e --> adp_c + h_c + hexs_c + pi_c,,999999.0,"{'e', 'c'}",BSU08840 and BSU08830 and BSU08850
ICITt10,Isocitrate transport in via Mg complex,h_e + icit_e + mg2_e --> h_c + icit_c + mg2_c,,999999.0,"{'e', 'c'}",BSU07610
ICITt2,Isocitrate transport inout via proton symport,h_e + icit_e <=> h_c + icit_c,-999999.0,999999.0,"{'e', 'c'}",BSU07610
DRIBabc,Deoxyribose transport via ABC system,atp_c + drib_e + h2o_c --> adp_c + drib_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU35940 and BSU35960 and BSU35950 and BSU35930
DRPA,Deoxyribose-phosphate aldolase,2dr5p_c <=> acald_c + g3p_c,-999999.0,999999.0,{'c'},BSU39420
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,,999999.0,{'c'},BSU25160
IPDDI,Isopentenyl-diphosphate D-isomerase,ipdp_c <=> dmpp_c,-999999.0,999999.0,{'c'},BSU22870
GTHPe,Glutathione peroxidase,2.0 gthrd_e + h2o2_e <=> gthox_e + 2.0 h2o_e,-999999.0,999999.0,{'e'},BSU21900
RAFH,Raffinose hydrolyzing enzyme,h2o_c + raffin_c --> fru_c + melib_c,,999999.0,{'c'},BSU38040
DTMPK,DTMP kinase,atp_c + dtmp_c <=> adp_c + dtdp_c,-999999.0,999999.0,{'c'},BSU00280
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan_c + prpp_c <=> imp_c + ppi_c,-999999.0,999999.0,{'c'},BSU00680
HETZK,Hydroxyethylthiazole kinase,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,,999999.0,{'c'},BSU38300
GTPCI,GTP cyclohydrolase I,gtp_c + h2o_c --> ahdt_c + for_c + h_c,,999999.0,{'c'},BSU22780
GTPDPK,GTP diphosphokinase,atp_c + gtp_c --> amp_c + gdptp_c + h_c,,999999.0,{'c'},BSU27600
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),atp_c + duri_c --> adp_c + dump_c + h_c,,999999.0,{'c'},BSU37060
GUAD,Guanine deaminase,gua_c + h2o_c + h_c --> nh4_c + xan_c,,999999.0,{'c'},BSU13170
GUAPRT,Guanine phosphoribosyltransferase,gua_c + prpp_c <=> gmp_c + ppi_c,-999999.0,999999.0,{'c'},BSU00680
HXANt2r,Hypoxanthine reversible transport via proton symport,h_e + hxan_e --> h_c + hxan_c,,999999.0,"{'e', 'c'}",BSU06370 or BSU29990
HEMEOS_1,Heme O synthase,frdp_c + h2o_c + pheme_c --> h_c + hemeO_c + ppi_c,,999999.0,{'c'},BSU14880 or BSU12080
GUI1,Glucuronate isomerase (D-glucuronate),glcur_c <=> fruur_c,-999999.0,999999.0,{'c'},BSU12300
DURIPP,Deoxyuridine phosphorylase,duri_c + pi_c <=> 2dr1p_c + ura_c,-999999.0,999999.0,{'c'},BSU39400
GUAt2r,Guanine reversible transport via proton symport,gua_e + h_e --> gua_c + h_c,,999999.0,"{'e', 'c'}",BSU06370 or BSU29990
HEX1,Hexokinase (D-glucose:ATP),atp_c + glc__D_c --> adp_c + g6p_c + h_c,,999999.0,{'c'},BSU24850
HGt,Mercury transport,hg2_e <=> hg2_c,-999999.0,999999.0,"{'e', 'c'}",BSU33510
GUI2,Glucuronate isomerase (D-galacturonate),galur_c <=> tagur_c,-999999.0,999999.0,{'c'},BSU12300
DUTPDP,DUTP diphosphatase,dutp_c + h2o_c --> dump_c + h_c + ppi_c,,999999.0,{'c'},BSU17660 or BSU20020
HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c,-999999.0,999999.0,{'c'},BSU32840
HACD1_1,3 hydroxyacyl CoA dehydrogenase  acetoacetyl CoA,aacoa_c + h_c + nadh_c <=> 3hbycoa_c + nad_c,-999999.0,999999.0,{'c'},BSU32840 or BSU24160
HEXTT,Trans-hexaprenyltranstransferase,hexdp_c + ipdp_c --> hepdp_c + ppi_c,,999999.0,{'c'},BSU22760 and BSU22740
HIBD,3 hydroxyisobutyrate dehydrogenase,3hmp_c + nad_c --> 2mop_c + h_c + nadh_c,,999999.0,{'c'},BSU07990
HEMEAS,Heme A synthase,h2o_c + hemeO_c --> 4.0 h_c + hemeA_c,,999999.0,{'c'},BSU14870
